PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005824
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.008143
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006519
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007892
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.004845
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005298
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007574
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007213
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005487
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007136
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006615
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007063
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006354
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005331
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006113
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005696
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005048
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006129
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005813
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007134
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.004561
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006579
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007394
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005158
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005917
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006121
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007474
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.00599
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.00602
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006692
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.004802
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.004474
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006275
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.004513
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005937
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006356
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.00644
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.006433
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005589
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007184
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007126
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.005776
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.082578
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.010515
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009788
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.00852
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009986
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.01
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.010226
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009157
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.007983
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.010234
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.008458
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009899
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.006972
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.007423
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009488
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009458
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.007576
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009104
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.008607
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009128
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.008364
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.007385
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.008109
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.007701
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.007284
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.008191
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.007796
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.009243
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to END],0,1,0.006575
